,Name,Instrument Type,Currency,Contributor,RIC
4496,UK Pound Sterling/Euro 11 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB11Y=FMD
4497,UK Pound Sterling/Euro 8 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB8Y=FMD
4498,UK Pound Sterling/Euro 14 Year Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPECB14Y=PMTD
4499,UK Pound Sterling/Euro 13 Year Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPECB13Y=PMTD
4500,UK Pound Sterling/Euro 25 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB25Y=FMD
4501,UK Pound Sterling/Euro 60 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB60Y=TDS
4502,UK Pound Sterling/Euro 35 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB35Y=TDS
4503,UK Pound Sterling/Euro 30 Year Currency Basis Swap,Quote,C:4,Fenics Market Data,GBPECB30Y=FMD
4504,UK Pound Sterling/Euro 45 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB45Y=TDS
4505,UK Pound Sterling/Euro 40 Year Currency Basis Swap,Quote,C:4,PARAMETA TP DERIVED,GBPECB40Y=PMTD
4506,UK Pound Sterling/Euro 50 Year Currency Basis Swap,Quote,C:4,TRADITION DATA,GBPECB50Y=TDS
4507,Chinese Yuan Offshore/UK Pound Sterling 3 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L3M=FMD
4508,Chinese Yuan Offshore/UK Pound Sterling 15 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L15M=FMD
4509,Chinese Yuan Offshore/UK Pound Sterling 27 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L27M=FMD
4510,Chinese Yuan Offshore/UK Pound Sterling 18 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L18M=FMD
4511,Chinese Yuan Offshore/UK Pound Sterling 30 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L30M=FMD
4512,Chinese Yuan Offshore/UK Pound Sterling 21 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L21M=FMD
4513,Chinese Yuan Offshore/UK Pound Sterling 33 Month Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L33M=FMD
4514,Chinese Yuan Offshore/UK Pound Sterling 6 Year Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L6Y=FMD
4515,Chinese Yuan Offshore/UK Pound Sterling 7 Year Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L7Y=FMD
4516,Chinese Yuan Offshore/UK Pound Sterling 8 Year Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L8Y=FMD
4517,Chinese Yuan Offshore/UK Pound Sterling 9 Year Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L9Y=FMD
4518,Chinese Yuan Offshore/UK Pound Sterling 10 Year Cross Currency Interest Rate Swap,Quote,C:8H,Fenics Market Data,CNHGBQM3L10Y=FMD
4519,UK Pound Sterling 9 Year Forward Starting 1 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF1Y=
4520,UK Pound Sterling 1 Year Forward Starting 1 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB3L1YF1Y=
4521,UK Pound Sterling 15 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF2Y=
4522,UK Pound Sterling 12 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF2Y=
4523,UK Pound Sterling 25 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF2Y=
4524,UK Pound Sterling 4 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF2Y=
4525,UK Pound Sterling 30 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L30YF2Y=
4526,UK Pound Sterling 10 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF2Y=
4527,UK Pound Sterling 18 Month Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF2Y=
4528,UK Pound Sterling 20 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF2Y=
4529,UK Pound Sterling 2 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF2Y=
4530,UK Pound Sterling 7 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF2Y=
4531,UK Pound Sterling 5 Year Forward Starting 2 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF2Y=
4532,UK Pound Sterling 30 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L30YF3Y=
4533,UK Pound Sterling 11 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF3Y=
4534,UK Pound Sterling 20 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF3Y=
4535,UK Pound Sterling 13 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF3Y=
4536,UK Pound Sterling 9 Month Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L9MF3Y=
4537,UK Pound Sterling 12 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF3Y=
4538,UK Pound Sterling 1 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF3Y=
4539,UK Pound Sterling 6 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF3Y=
4540,UK Pound Sterling 3 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L3YF3Y=
4541,UK Pound Sterling 18 Month Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF3Y=
4542,UK Pound Sterling 25 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF3Y=
4543,UK Pound Sterling 2 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF3Y=
4544,UK Pound Sterling 15 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF3Y=
4545,UK Pound Sterling 8 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF3Y=
4546,UK Pound Sterling 4 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF3Y=
4547,UK Pound Sterling 10 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF3Y=
4548,UK Pound Sterling 14 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF3Y=
4549,UK Pound Sterling 9 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF3Y=
4550,UK Pound Sterling 7 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF3Y=
4551,UK Pound Sterling 6 Month Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L6MF3Y=
4552,UK Pound Sterling 5 Year Forward Starting 3 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF3Y=
4553,UK Pound Sterling 13 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF4Y=
4554,UK Pound Sterling 11 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF4Y=
4555,UK Pound Sterling 14 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF4Y=
4556,UK Pound Sterling 8 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF4Y=
4557,UK Pound Sterling 6 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF4Y=
4558,UK Pound Sterling 9 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF4Y=
4559,UK Pound Sterling 12 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L12YF4Y=
4560,UK Pound Sterling 10 Year Forward Starting 4 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L10YF4Y=
4561,UK Pound Sterling 7 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF5Y=
4562,UK Pound Sterling 30 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L30YF5Y=
4563,UK Pound Sterling 11 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF5Y=
4564,UK Pound Sterling 3 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L3YF5Y=
4565,UK Pound Sterling 12 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF5Y=
4566,UK Pound Sterling 2 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF5Y=
4567,UK Pound Sterling 14 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF5Y=
4568,UK Pound Sterling 18 Month Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF5Y=
4569,UK Pound Sterling 13 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF5Y=
4570,UK Pound Sterling 1 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF5Y=
4571,UK Pound Sterling 10 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF5Y=
4572,UK Pound Sterling 6 Month Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L6MF5Y=
4573,UK Pound Sterling 8 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF5Y=
4574,UK Pound Sterling 25 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF5Y=
4575,UK Pound Sterling 9 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF5Y=
4576,UK Pound Sterling 6 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF5Y=
4577,UK Pound Sterling 15 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF5Y=
4578,UK Pound Sterling 9 Month Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L9MF5Y=
4579,UK Pound Sterling 20 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF5Y=
4580,UK Pound Sterling 4 Year Forward Starting 5 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF5Y=
4581,UK Pound Sterling 13 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF6Y=
4582,UK Pound Sterling 8 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF6Y=
4583,UK Pound Sterling 6 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF6Y=
4584,UK Pound Sterling 25 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L25YF6Y=
4585,UK Pound Sterling 9 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF6Y=
4586,UK Pound Sterling 11 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF6Y=
4587,UK Pound Sterling 14 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF6Y=
4588,UK Pound Sterling 12 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L12YF6Y=
4589,UK Pound Sterling 15 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L15YF6Y=
4590,UK Pound Sterling 30 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L30YF6Y=
4591,UK Pound Sterling 20 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L20YF6Y=
4592,UK Pound Sterling 7 Year Forward Starting 6 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L7YF6Y=
4593,UK Pound Sterling 12 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF7Y=
4594,UK Pound Sterling 6 Month Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L6MF7Y=
4595,UK Pound Sterling 9 Month Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L9MF7Y=
4596,UK Pound Sterling 14 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF7Y=
4597,UK Pound Sterling 1 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF7Y=
4598,UK Pound Sterling 5 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF7Y=
4599,UK Pound Sterling 8 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF7Y=
4600,UK Pound Sterling 3 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L3YF7Y=
4601,UK Pound Sterling 13 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF7Y=
4602,UK Pound Sterling 18 Month Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF7Y=
4603,UK Pound Sterling 25 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF7Y=
4604,UK Pound Sterling 15 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF7Y=
4605,UK Pound Sterling 30 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L30YF7Y=
4606,UK Pound Sterling 4 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF7Y=
4607,UK Pound Sterling 10 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF7Y=
4608,UK Pound Sterling 2 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF7Y=
4609,UK Pound Sterling 7 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF7Y=
4610,UK Pound Sterling 20 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF7Y=
4611,UK Pound Sterling 9 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF7Y=
4612,UK Pound Sterling 11 Year Forward Starting 7 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF7Y=
4613,UK Pound Sterling 8 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF8Y=
4614,UK Pound Sterling 14 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF8Y=
4615,UK Pound Sterling 9 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF8Y=
4616,UK Pound Sterling 25 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L25YF8Y=
4617,UK Pound Sterling 6 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF8Y=
4618,UK Pound Sterling 13 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF8Y=
4619,UK Pound Sterling 30 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L30YF8Y=
4620,UK Pound Sterling 20 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L20YF8Y=
4621,UK Pound Sterling 12 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L12YF8Y=
4622,UK Pound Sterling 7 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L7YF8Y=
4623,UK Pound Sterling 15 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L15YF8Y=
4624,UK Pound Sterling 11 Year Forward Starting 8 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF8Y=
4625,UK Pound Sterling 9 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF9Y=
4626,UK Pound Sterling 30 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L30YF9Y=
4627,UK Pound Sterling 14 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF9Y=
4628,UK Pound Sterling 11 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF9Y=
4629,UK Pound Sterling 7 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L7YF9Y=
4630,UK Pound Sterling 15 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L15YF9Y=
4631,UK Pound Sterling 12 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L12YF9Y=
4632,UK Pound Sterling 8 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF9Y=
4633,UK Pound Sterling 6 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF9Y=
4634,UK Pound Sterling 25 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L25YF9Y=
4635,UK Pound Sterling 13 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF9Y=
4636,UK Pound Sterling 20 Year Forward Starting 9 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L20YF9Y=
4637,UK Pound Sterling 13 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF10Y=
4638,UK Pound Sterling 11 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF10Y=
4639,UK Pound Sterling 5 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF10Y=
4640,UK Pound Sterling 4 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF10Y=
4641,UK Pound Sterling 18 Month Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF10Y=
4642,UK Pound Sterling 8 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF10Y=
4643,UK Pound Sterling 25 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF10Y=
4644,UK Pound Sterling 1 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF10Y=
4645,UK Pound Sterling 9 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF10Y=
4646,UK Pound Sterling 12 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF10Y=
4647,UK Pound Sterling 7 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF10Y=
4648,UK Pound Sterling 20 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF10Y=
4649,UK Pound Sterling 2 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF10Y=
4650,UK Pound Sterling 30 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L30YF10Y=
4651,UK Pound Sterling 15 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF10Y=
4652,UK Pound Sterling 14 Year Forward Starting 10 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF10Y=
4653,UK Pound Sterling 30 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L30YF12Y=
4654,UK Pound Sterling 12 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L12YF12Y=
4655,UK Pound Sterling 7 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L7YF12Y=
4656,UK Pound Sterling 20 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L20YF12Y=
4657,UK Pound Sterling 8 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF12Y=
4658,UK Pound Sterling 15 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L15YF12Y=
4659,UK Pound Sterling 25 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L25YF12Y=
4660,UK Pound Sterling 9 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF12Y=
4661,UK Pound Sterling 13 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF12Y=
4662,UK Pound Sterling 14 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF12Y=
4663,UK Pound Sterling 11 Year Forward Starting 12 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF12Y=
4664,UK Pound Sterling 9 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF15Y=
4665,UK Pound Sterling 13 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF15Y=
4666,UK Pound Sterling 2 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF15Y=
4667,UK Pound Sterling 5 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF15Y=
4668,UK Pound Sterling 18 Month Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF15Y=
4669,UK Pound Sterling 15 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF15Y=
4670,UK Pound Sterling 20 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF15Y=
4671,UK Pound Sterling 14 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF15Y=
4672,UK Pound Sterling 4 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF15Y=
4673,UK Pound Sterling 25 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L25YF15Y=
4674,UK Pound Sterling 10 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF15Y=
4675,UK Pound Sterling 8 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF15Y=
4676,UK Pound Sterling 1 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF15Y=
4677,UK Pound Sterling 11 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF15Y=
4678,UK Pound Sterling 3 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L3YF15Y=
4679,UK Pound Sterling 7 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF15Y=
4680,UK Pound Sterling 12 Year Forward Starting 15 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF15Y=
4681,UK Pound Sterling 2 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L2YF20Y=
4682,UK Pound Sterling 7 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L7YF20Y=
4683,UK Pound Sterling 10 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L10YF20Y=
4684,UK Pound Sterling 14 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L14YF20Y=
4685,UK Pound Sterling 8 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF20Y=
4686,UK Pound Sterling 3 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L3YF20Y=
4687,UK Pound Sterling 4 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L4YF20Y=
4688,UK Pound Sterling 15 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L15YF20Y=
4689,UK Pound Sterling 9 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF20Y=
4690,UK Pound Sterling 1 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L1YF20Y=
4691,UK Pound Sterling 18 Month Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L18MF20Y=
4692,UK Pound Sterling 6 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L6YF20Y=
4693,UK Pound Sterling 11 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L11YF20Y=
4694,UK Pound Sterling 5 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L5YF20Y=
4695,UK Pound Sterling 12 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L12YF20Y=
4696,UK Pound Sterling 20 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPAM1L20YF20Y=
4697,UK Pound Sterling 13 Year Forward Starting 20 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L13YF20Y=
4698,UK Pound Sterling 8 Year Forward Starting 25 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L8YF25Y=
4699,UK Pound Sterling 9 Year Forward Starting 25 Year Interest Rate Swap,Quote,C:4,REFINITIV,GBPSB6L9YF25Y=
